<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.19	08:00:00	69057	69064	68950	69002	1954	0	18
2026.01.19	08:05:00	68970	69060	68922	68991	1625	0	16
2026.01.19	08:10:00	68958	69063	68950	69027	1742	0	16
2026.01.19	08:15:00	68980	69039	68969	69014	1492	0	10
2026.01.19	08:20:00	69019	69088	68971	69033	1089	0	18
2026.01.19	08:25:00	69033	69082	68971	69005	1314	0	16
2026.01.19	08:30:00	69007	69098	69006	69091	1552	0	20
2026.01.19	08:35:00	69093	69120	69048	69077	1511	0	14
2026.01.19	08:40:00	69088	69100	69013	69063	1270	0	16
2026.01.19	08:45:00	69028	69140	69028	69088	1391	0	13
2026.01.19	08:50:00	69083	69131	69053	69120	1544	0	11
2026.01.19	08:55:00	69118	69151	69073	69127	1993	0	12
2026.01.19	09:00:00	69125	69137	69025	69089	1472	0	20
2026.01.19	09:05:00	69089	69135	69052	69071	1400	0	13
2026.01.19	09:10:00	69071	69086	68956	68978	2117	0	20
2026.01.19	09:15:00	68991	68999	68902	68953	1696	0	14
2026.01.19	09:20:00	68954	68978	68901	68957	1534	0	14
2026.01.19	09:25:00	68960	69023	68943	69007	1275	0	16
2026.01.19	09:30:00	68996	69055	68959	69020	906	0	16
2026.01.19	09:35:00	68998	69024	68945	68996	817	0	14
2026.01.19	09:40:00	68998	69045	68936	68969	903	0	13
2026.01.19	09:45:00	68972	69040	68934	68980	1369	0	14
2026.01.19	09:50:00	68974	68993	68949	68967	1137	0	20
2026.01.19	09:55:00	68978	69043	68917	69012	2039	0	9
2026.01.19	10:00:00	69010	69074	68990	69053	2278	0	14
2026.01.19	10:05:00	69051	69150	69012	69103	1940	0	14
2026.01.19	10:10:00	69089	69151	69062	69087	1647	0	20
2026.01.19	10:15:00	69087	69092	69011	69017	1273	0	14
2026.01.19	10:20:00	69013	69110	69002	69054	1104	0	12
2026.01.19	10:25:00	69052	69104	68985	69078	1376	0	9
2026.01.19	10:30:00	69080	69116	68993	69039	933	0	16
2026.01.19	10:35:00	69050	69053	69001	69041	1053	0	18
2026.01.19	10:40:00	69050	69066	68994	69032	1436	0	13
2026.01.19	10:45:00	69034	69053	68952	69008	1455	0	13
2026.01.19	10:50:00	69010	69027	68928	68969	2006	0	16
2026.01.19	10:55:00	68969	69017	68893	68942	1601	0	9
2026.01.19	11:00:00	68942	68994	68895	68954	1276	0	9
2026.01.19	11:05:00	68956	69029	68910	69020	1309	0	14
2026.01.19	11:10:00	69021	69060	68988	69047	1393	0	16
2026.01.19	11:15:00	69049	69079	69011	69046	1607	0	16
2026.01.19	11:20:00	69049	69081	68993	68998	1718	0	16
2026.01.19	11:25:00	69007	69029	68935	68976	1421	0	16
2026.01.19	11:30:00	68989	69027	68918	69023	1459	0	16
2026.01.19	11:35:00	69021	69034	68943	68971	970	0	11
2026.01.19	11:40:00	68949	69011	68931	69008	1101	0	16
2026.01.19	11:45:00	69006	69015	68954	69014	515	0	16
2026.01.19	11:50:00	69016	69022	68972	69005	777	0	16
2026.01.19	11:55:00	68982	69043	68950	68990	818	0	18
2026.01.19	12:00:00	68988	69016	68926	69001	909	0	18
2026.01.19	12:05:00	68990	69025	68960	68995	668	0	18
2026.01.19	12:10:00	68984	69040	68950	69031	846	0	18
2026.01.19	12:15:00	69024	69038	68927	68970	1166	0	14
2026.01.19	12:20:00	68967	69045	68920	68968	1184	0	18
2026.01.19	12:25:00	68965	68987	68904	68943	1066	0	16
2026.01.19	12:30:00	68932	68990	68905	68942	1413	0	18
2026.01.19	12:35:00	68944	68974	68871	68924	895	0	14
2026.01.19	12:40:00	68911	68925	68828	68868	1098	0	16
2026.01.19	12:45:00	68845	68983	68845	68923	1198	0	18
2026.01.19	12:50:00	68901	68985	68867	68950	775	0	18
2026.01.19	12:55:00	68952	68959	68895	68912	1081	0	20
2026.01.19	13:00:00	68910	68974	68870	68921	790	0	16
2026.01.19	13:05:00	68877	68948	68863	68920	655	0	18
2026.01.19	13:10:00	68887	68977	68886	68953	687	0	20
2026.01.19	13:15:00	68908	69002	68871	68916	523	0	10
2026.01.19	13:20:00	68925	68991	68885	68931	645	0	20
2026.01.19	13:25:00	68920	68992	68896	68981	613	0	19
2026.01.19	13:30:00	68948	69002	68916	68964	912	0	10
2026.01.19	13:35:00	68942	68966	68893	68931	792	0	20
2026.01.19	13:40:00	68896	68969	68846	68949	1429	0	12
2026.01.19	13:45:00	68960	69022	68863	68915	1986	0	12
2026.01.19	13:50:00	68882	68956	68870	68946	1951	0	13
2026.01.19	13:55:00	68935	68955	68853	68903	1916	0	12
2026.01.19	14:00:00	68900	68944	68869	68917	1179	0	14
2026.01.19	14:05:00	68932	68965	68883	68948	1077	0	14
2026.01.19	14:10:00	68950	68975	68900	68952	776	0	14
2026.01.19	14:15:00	68931	69038	68929	68993	1622	0	16
2026.01.19	14:20:00	68971	69028	68956	69014	974	0	20
2026.01.19	14:25:00	69011	69034	68973	69019	900	0	20
2026.01.19	14:30:00	68983	69054	68968	69027	1304	0	20
2026.01.19	14:35:00	69042	69044	68983	69015	853	0	18
2026.01.19	14:40:00	69006	69049	68969	69016	1056	0	12
2026.01.19	14:45:00	68971	69039	68964	68991	839	0	18
2026.01.19	14:50:00	68969	69034	68943	69016	1188	0	14
2026.01.19	14:55:00	69018	69058	68979	69044	1436	0	14
2026.01.19	15:00:00	69046	69069	68949	69012	2214	0	16
2026.01.19	15:05:00	68979	69060	68957	69027	1485	0	18
2026.01.19	15:10:00	69025	69044	68950	69007	1772	0	12
2026.01.19	15:15:00	69021	69042	68969	69011	1178	0	20
2026.01.19	15:20:00	69013	69045	68950	69024	1202	0	20
2026.01.19	15:25:00	69016	69044	68960	69039	1016	0	18
2026.01.19	15:30:00	69041	69081	68985	69026	1199	0	11
2026.01.19	15:35:00	69037	69066	68943	69009	993	0	20
2026.01.19	15:40:00	69007	69055	68924	68991	1041	0	20
2026.01.19	15:45:00	68993	69050	68932	68979	1059	0	20
2026.01.19	15:50:00	68968	68992	68899	68950	872	0	18
2026.01.19	15:55:00	68917	69005	68889	68968	1135	0	19
2026.01.19	16:00:00	68966	69011	68899	68944	1337	0	20
2026.01.19	16:05:00	68908	68963	68883	68906	1263	0	13
2026.01.19	16:10:00	68883	68953	68868	68937	954	0	12
2026.01.19	16:15:00	68915	68988	68897	68973	1547	0	18
2026.01.19	16:20:00	68982	68999	68926	68968	1070	0	16
2026.01.19	16:25:00	68935	69036	68925	68989	931	0	18
2026.01.19	16:30:00	68991	69026	68928	68974	1842	0	14
2026.01.19	16:35:00	68974	69008	68924	68960	1458	0	18
2026.01.19	16:40:00	68938	69005	68918	68996	925	0	18
2026.01.19	16:45:00	69007	69062	68945	68949	932	0	18
2026.01.19	16:50:00	68940	68989	68902	68967	1108	0	14
2026.01.19	16:55:00	68980	68985	68923	68944	1587	0	16
2026.01.19	17:00:00	68955	68996	68901	68963	1970	0	12
2026.01.19	17:05:00	68961	69008	68931	68990	1241	0	14
2026.01.19	17:10:00	68977	68992	68913	68953	1465	0	18
2026.01.19	17:15:00	68920	68977	68885	68920	1360	0	18
2026.01.19	17:20:00	68931	68947	68866	68905	1248	0	16
2026.01.19	17:25:00	68872	68989	68864	68934	1060	0	18
2026.01.19	17:30:00	68899	68992	68888	68931	1019	0	16
2026.01.19	17:35:00	68898	69032	68888	68976	1214	0	19
2026.01.19	17:40:00	68942	69054	68905	68985	1474	0	16
2026.01.19	17:45:00	68996	69054	68942	69017	1317	0	18
2026.01.19	17:50:00	69031	69058	68970	69053	1093	0	11
2026.01.19	17:55:00	69067	69085	68992	69049	1503	0	14
2026.01.19	18:00:00	69011	69070	68973	69032	1292	0	14
2026.01.19	18:05:00	69034	69042	68968	69027	1056	0	18
2026.01.19	18:10:00	69014	69078	68936	68975	962	0	17
2026.01.19	18:15:00	68940	69034	68910	68965	889	0	18
2026.01.19	18:20:00	68930	68986	68898	68947	849	0	12
2026.01.19	18:25:00	68947	68967	68899	68944	865	0	21
2026.01.19	18:30:00	68945	68961	68891	68931	617	0	20
2026.01.19	18:35:00	68893	69036	68891	69015	733	0	18
2026.01.19	18:40:00	69017	69070	68965	69026	706	0	29
2026.01.19	18:45:00	69026	69033	68957	69015	1516	0	25
2026.01.19	18:50:00	68968	69031	68948	69019	1408	0	12
2026.01.19	18:55:00	69010	69033	68917	68996	1175	0	27
2026.01.19	19:00:00	68998	69021	68982	69006	874	0	22
2026.01.19	19:05:00	69006	69018	68952	68984	801	0	29
2026.01.19	19:10:00	68984	69001	68934	68976	676	0	29
2026.01.19	19:15:00	68961	68996	68922	68971	754	0	29
2026.01.19	19:20:00	68982	68986	68926	68964	502	0	27
2026.01.19	19:25:00	68977	68993	68929	68955	822	0	23
2026.01.19	19:30:00	68962	69016	68918	68968	1020	0	29
2026.01.19	19:35:00	69001	69014	68929	68980	639	0	29
2026.01.19	19:40:00	69013	69062	68947	69022	1017	0	31
2026.01.19	19:45:00	68995	69068	68965	69019	862	0	32
2026.01.19	19:50:00	68992	69100	68992	69048	1187	0	34
2026.01.19	19:55:00	69021	69093	68989	69020	1334	0	31
2026.01.19	20:00:00	69062	69062	68959	69000	937	0	31
2026.01.19	20:05:00	68969	69030	68965	69000	1140	0	29
2026.01.19	20:10:00	69015	69036	68966	69016	771	0	21
2026.01.19	20:15:00	69007	69057	68988	69016	595	0	21
2026.01.19	20:20:00	68992	69107	68992	69060	1150	0	20
2026.01.19	20:25:00	69087	69088	69024	69049	940	0	25
2026.01.19	20:30:00	69074	69112	69011	69055	693	0	27
2026.01.19	20:35:00	69044	69110	69025	69072	356	0	40
2026.01.19	20:40:00	69059	69114	69034	69081	486	0	27
2026.01.19	20:45:00	69081	69091	69039	69064	687	0	27
2026.01.19	20:50:00	69044	69085	69011	69052	687	0	24
2026.01.19	20:55:00	69065	69067	69037	69058	565	0	49
2026.01.19	21:00:00	69071	69087	69002	69031	1152	0	21
2026.01.19	21:05:00	69015	69065	68984	69032	1288	0	21
2026.01.19	21:10:00	68994	69050	68953	68991	942	0	23
2026.01.19	21:15:00	68976	69028	68961	68998	1391	0	23
2026.01.19	21:20:00	68982	68998	68921	68965	1528	0	45
2026.01.19	21:25:00	68950	68999	68903	68976	1057	0	36
2026.01.19	21:30:00	68989	68998	68960	68987	24	0	27
2026.01.19	21:35:00	68960	68998	68960	68976	12	0	25
2026.01.19	21:40:00	68998	69000	68960	68976	16	0	23
2026.01.19	21:45:00	69000	69000	68938	68974	22	0	23
2026.01.19	21:50:00	68938	69000	68938	68974	25	0	23
2026.01.19	21:55:00	68960	68998	68960	68974	16	0	31
2026.01.19	22:00:00	68938	69016	68938	69016	25	0	34
2026.01.19	22:05:00	69049	69049	68960	69004	36	0	41
2026.01.19	22:10:00	69049	69049	68982	69004	22	0	37
2026.01.19	22:15:00	68982	69024	68982	69004	32	0	30
2026.01.19	22:20:00	69004	69022	68982	69004	15	0	37
2026.01.19	22:25:00	69020	69027	68982	69004	13	0	24
2026.01.19	22:30:00	69027	69027	68982	69004	25	0	24
2026.01.19	22:35:00	68982	69049	68960	68993	43	0	37
2026.01.19	22:40:00	68960	69049	68960	68996	54	0	38
2026.01.19	22:45:00	68960	69049	68960	68996	53	0	36
2026.01.19	22:50:00	68960	69049	68960	68996	42	0	36
2026.01.19	22:55:00	69049	69049	68960	68996	44	0	36
2026.01.19	23:00:00	69049	69049	68960	68996	59	0	38
2026.01.19	23:05:00	68960	69049	68960	68996	34	0	78
2026.01.19	23:10:00	68982	69013	68960	68993	15	0	37
2026.01.19	23:15:00	68982	69007	68960	68996	40	0	53
2026.01.19	23:20:00	68996	69018	68982	68993	12	0	30
2026.01.19	23:25:00	69004	69004	68982	69004	12	0	54
2026.01.19	23:30:00	68960	69016	68960	68993	16	0	32
2026.01.19	23:35:00	68982	69004	68982	68993	11	0	54
2026.01.19	23:40:00	69004	69004	68982	68993	13	0	54
2026.01.19	23:45:00	69004	69004	68916	68949	47	0	61
2026.01.19	23:50:00	68938	68982	68938	68949	39	0	109
2026.01.19	23:55:00	68951	68982	68903	68903	80	0	113
2026.01.20	00:00:00	68958	68958	68958	68958	4	0	127
2026.01.20	00:05:00	68958	69004	68872	68982	68	0	87
2026.01.20	00:10:00	68985	69004	68872	68938	89	0	83
2026.01.20	00:15:00	68938	68982	68861	68861	29	0	74
2026.01.20	00:20:00	68938	68982	68861	68861	24	0	113
2026.01.20	00:25:00	68960	68976	68850	68850	28	0	74
2026.01.20	00:30:00	68852	68960	68852	68852	40	0	113
2026.01.20	00:35:00	68872	68982	68852	68852	28	0	113
2026.01.20	00:40:00	68960	68982	68852	68852	33	0	74
2026.01.20	00:45:00	68982	68982	68852	68852	29	0	85
2026.01.20	00:50:00	68850	68982	68850	68852	42	0	85
2026.01.20	00:55:00	68872	68982	68852	68852	28	0	113
2026.01.20	01:00:00	68866	69053	68811	68913	1319	0	113
2026.01.20	01:05:00	68916	68986	68828	68946	988	0	83
2026.01.20	01:10:00	68915	68982	68845	68947	676	0	71
2026.01.20	01:15:00	68961	68999	68854	68952	616	0	73
2026.01.20	01:20:00	68959	69003	68809	68906	713	0	73
2026.01.20	01:25:00	68928	68979	68771	68875	1107	0	58
2026.01.20	01:30:00	68886	68946	68770	68914	810	0	60
2026.01.20	01:35:00	68958	68975	68811	68922	727	0	47
2026.01.20	01:40:00	68931	68959	68799	68947	961	0	29
2026.01.20	01:45:00	68912	68958	68908	68946	677	0	25
2026.01.20	01:50:00	68938	68956	68899	68942	557	0	10
2026.01.20	01:55:00	68904	68953	68895	68928	749	0	31
2026.01.20	02:00:00	68923	68964	68796	68927	1228	0	20
2026.01.20	02:05:00	68927	68982	68818	68964	868	0	32
2026.01.20	02:10:00	68975	68987	68849	68965	582	0	14
2026.01.20	02:15:00	68873	68979	68833	68941	703	0	29
2026.01.20	02:20:00	68936	68955	68839	68938	885	0	21
2026.01.20	02:25:00	68938	68962	68825	68876	1283	0	20
2026.01.20	02:30:00	68883	69002	68876	68969	1040	0	20
2026.01.20	02:35:00	68958	69027	68827	68922	1694	0	18
2026.01.20	02:40:00	68935	68992	68833	68951	1098	0	13
2026.01.20	02:45:00	68953	68986	68865	68916	1474	0	17
2026.01.20	02:50:00	68927	68945	68825	68900	1259	0	14
2026.01.20	02:55:00	68898	68928	68799	68863	1519	0	14
2026.01.20	03:00:00	68850	68996	68843	68975	3091	0	20
2026.01.20	03:05:00	68973	69040	68912	69013	2178	0	14
2026.01.20	03:10:00	69018	69079	68912	69037	1918	0	14
2026.01.20	03:15:00	69039	69052	68987	69006	2304	0	20
2026.01.20	03:20:00	68967	69038	68853	68989	2617	0	12
2026.01.20	03:25:00	69004	69046	68932	69017	1729	0	9
2026.01.20	03:30:00	69031	69079	68957	69079	1697	0	14
2026.01.20	03:35:00	69076	69146	68987	69094	1612	0	14
2026.01.20	03:40:00	69087	69126	68972	69074	1583	0	16
2026.01.20	03:45:00	69069	69092	68962	69054	1629	0	14
2026.01.20	03:50:00	68962	69063	68952	69036	1924	0	16
2026.01.20	03:55:00	69034	69039	68841	68992	2032	0	14
2026.01.20	04:00:00	68977	69025	68893	68990	1664	0	16
2026.01.20	04:05:00	68992	69015	68876	68949	1878	0	16
2026.01.20	04:10:00	68951	68983	68855	68947	1591	0	14
2026.01.20	04:15:00	68951	68980	68857	68947	1058	0	10
2026.01.20	04:20:00	68912	68983	68862	68954	1207	0	16
2026.01.20	04:25:00	68941	69006	68875	68947	1451	0	12
2026.01.20	04:30:00	68953	69007	68906	68980	1995	0	20
2026.01.20	04:35:00	68982	68998	68868	68968	1819	0	9
2026.01.20	04:40:00	68944	68959	68820	68922	1351	0	13
2026.01.20	04:45:00	68897	68937	68779	68865	1837	0	16
2026.01.20	04:50:00	68862	68885	68837	68863	1490	0	20
2026.01.20	04:55:00	68795	68897	68771	68888	1198	0	16
2026.01.20	05:00:00	68891	68915	68767	68890	1300	0	14
2026.01.20	05:05:00	68888	68893	68758	68866	1763	0	16
2026.01.20	05:10:00	68864	68925	68792	68920	1451	0	12
2026.01.20	05:15:00	68907	68938	68816	68921	1776	0	14
2026.01.20	05:20:00	68923	68961	68894	68920	1679	0	16
2026.01.20	05:25:00	68917	68926	68817	68896	1519	0	16
2026.01.20	05:30:00	68898	68909	68785	68880	1181	0	18
2026.01.20	05:35:00	68878	68901	68784	68893	822	0	14
2026.01.20	05:40:00	68891	68935	68775	68888	1615	0	9
2026.01.20	05:45:00	68890	68905	68784	68865	1577	0	10
2026.01.20	05:50:00	68879	68936	68806	68901	1585	0	11
2026.01.20	05:55:00	68914	68954	68849	68932	930	0	16
2026.01.20	06:00:00	68934	68970	68838	68927	1051	0	13
2026.01.20	06:05:00	68847	68973	68831	68925	897	0	14
2026.01.20	06:10:00	68900	68947	68826	68926	1347	0	14
2026.01.20	06:15:00	68928	68958	68840	68948	1102	0	14
2026.01.20	06:20:00	68946	68963	68839	68952	1226	0	18
2026.01.20	06:25:00	68907	68984	68839	68952	1929	0	18
2026.01.20	06:30:00	68917	68998	68852	68975	1527	0	12
2026.01.20	06:35:00	68962	69053	68891	68994	2017	0	16
2026.01.20	06:40:00	68997	69080	68908	69033	1925	0	16
2026.01.20	06:45:00	69031	69091	68942	69069	1917	0	20
2026.01.20	06:50:00	69065	69077	68958	69070	1271	0	18
2026.01.20	06:55:00	69076	69136	68969	69096	1758	0	10
2026.01.20	07:00:00	69092	69125	69072	69099	1471	0	20
2026.01.20	07:05:00	69086	69177	69001	69101	1879	0	17
2026.01.20	07:10:00	69117	69176	69051	69129	1482	0	18
2026.01.20	07:15:00	69129	69162	69024	69119	1393	0	18
2026.01.20	07:20:00	69134	69153	69032	69079	1259	0	14
2026.01.20	07:25:00	69077	69162	69020	69111	1470	0	14
2026.01.20	07:30:00	69113	69241	68995	69221	2651	0	12
2026.01.20	07:35:00	69219	69239	69087	69195	2577	0	12
2026.01.20	07:40:00	69198	69259	69081	69243	2266	0	16
2026.01.20	07:45:00	69232	69273	69129	69257	2024	0	14
2026.01.20	07:50:00	69213	69296	69167	69282	2087	0	18
2026.01.20	07:55:00	69269	69377	69191	69336	2248	0	14
2026.01.20	08:00:00	69329	69381	69248	69338	2671	0	20
2026.01.20	08:05:00	69335	69390	69241	69328	2026	0	16
2026.01.20	08:10:00	69298	69378	69224	69329	2268	0	14
2026.01.20	08:15:00	69326	69373	69228	69354	2224	0	16
2026.01.20	08:20:00	69356	69362	69219	69328	2076	0	10
2026.01.20	08:25:00	69326	69370	69241	69341	1992	0	16
2026.01.20	08:30:00	69263	69393	69213	69321	2445	0	16
2026.01.20	08:35:00	69321	69367	69209	69309	2457	0	19
2026.01.20	08:40:00	69309	69392	69237	69382	2275	0	16
2026.01.20	08:45:00	69364	69406	69328	69396	1688	0	16
2026.01.20	08:50:00	69396	69412	69361	69399	1720	0	18
2026.01.20	08:55:00	69397	69410	69283	69366	1284	0	16
2026.01.20	09:00:00	69366	69421	69283	69382	1614	0	16
2026.01.20	09:05:00	69384	69404	69290	69389	1488	0	14
2026.01.20	09:10:00	69386	69438	69320	69394	1717	0	12
2026.01.20	09:15:00	69408	69424	69298	69408	1447	0	18
2026.01.20	09:20:00	69410	69455	69297	69419	1692	0	14
2026.01.20	09:25:00	69417	69473	69302	69403	2033	0	16
2026.01.20	09:30:00	69370	69453	69305	69408	1632	0	14
2026.01.20	09:35:00	69363	69447	69314	69399	1464	0	14
2026.01.20	09:40:00	69402	69436	69304	69418	1357	0	14
2026.01.20	09:45:00	69425	69460	69345	69424	1678	0	16
2026.01.20	09:50:00	69424	69438	69301	69378	1446	0	10
2026.01.20	09:55:00	69375	69392	69276	69366	1617	0	14
2026.01.20	10:00:00	69367	69395	69336	69383	1568	0	16
2026.01.20	10:05:00	69369	69420	69336	69409	1791	0	20
2026.01.20	10:10:00	69406	69416	69284	69395	1623	0	16
2026.01.20	10:15:00	69397	69425	69279	69398	1291	0	16
2026.01.20	10:20:00	69389	69472	69371	69391	1720	0	20
2026.01.20	10:25:00	69396	69405	69281	69344	1490	0	16
2026.01.20	10:30:00	69342	69443	69330	69377	1856	0	20
2026.01.20	10:35:00	69321	69379	69240	69346	1704	0	16
2026.01.20	10:40:00	69350	69418	69280	69406	1678	0	14
2026.01.20	10:45:00	69404	69441	69304	69412	1802	0	16
2026.01.20	10:50:00	69366	69455	69319	69439	1830	0	16
2026.01.20	10:55:00	69429	69487	69355	69455	1870	0	14
2026.01.20	11:00:00	69452	69485	69350	69468	1709	0	12
2026.01.20	11:05:00	69457	69509	69366	69440	1726	0	16
2026.01.20	11:10:00	69451	69473	69344	69419	1601	0	16
2026.01.20	11:15:00	69419	69473	69386	69441	1770	0	20
2026.01.20	11:20:00	69444	69517	69371	69486	1748	0	18
2026.01.20	11:25:00	69473	69564	69449	69555	1604	0	20
2026.01.20	11:30:00	69553	69595	69432	69538	1634	0	20
2026.01.20	11:35:00	69536	69578	69478	69557	1258	0	18
2026.01.20	11:40:00	69552	69591	69465	69552	1225	0	16
2026.01.20	11:45:00	69516	69615	69456	69585	1229	0	16
2026.01.20	11:50:00	69585	69603	69459	69542	1608	0	10
2026.01.20	11:55:00	69544	69573	69448	69530	1118	0	18
2026.01.20	12:00:00	69532	69584	69417	69546	1352	0	21
2026.01.20	12:05:00	69490	69565	69429	69539	1132	0	16
2026.01.20	12:10:00	69471	69558	69416	69490	1319	0	11
2026.01.20	12:15:00	69487	69526	69470	69500	1095	0	20
2026.01.20	12:20:00	69505	69532	69460	69507	1435	0	9
2026.01.20	12:25:00	69510	69523	69422	69422	1696	0	12
2026.01.20	12:30:00	69355	69445	69334	69414	2192	0	14
2026.01.20	12:35:00	69379	69442	69319	69402	1301	0	12
2026.01.20	12:40:00	69393	69418	69334	69352	1182	0	20
2026.01.20	12:45:00	69350	69376	69242	69357	1096	0	14
2026.01.20	12:50:00	69348	69403	69290	69385	1376	0	18
2026.01.20	12:55:00	69396	69426	69284	69395	1407	0	14
2026.01.20	13:00:00	69398	69423	69327	69384	1163	0	9
2026.01.20	13:05:00	69368	69400	69251	69373	1482	0	16
2026.01.20	13:10:00	69384	69434	69295	69401	1324	0	10
2026.01.20	13:15:00	69399	69420	69299	69407	1081	0	14
2026.01.20	13:20:00	69407	69432	69282	69382	1144	0	14
2026.01.20	13:25:00	69346	69411	69299	69385	1152	0	14
2026.01.20	13:30:00	69318	69416	69282	69371	1075	0	16
2026.01.20	13:35:00	69380	69454	69295	69447	1484	0	12
2026.01.20	13:40:00	69436	69459	69342	69439	1597	0	14
2026.01.20	13:45:00	69451	69467	69342	69462	1623	0	14
2026.01.20	13:50:00	69469	69485	69331	69424	1137	0	9
2026.01.20	13:55:00	69427	69490	69395	69487	1352	0	11
2026.01.20	14:00:00	69485	69487	69317	69418	1655	0	16
2026.01.20	14:05:00	69371	69483	69342	69442	1301	0	12
2026.01.20	14:10:00	69455	69457	69382	69432	1268	0	12
2026.01.20	14:15:00	69434	69440	69300	69405	1456	0	11
2026.01.20	14:20:00	69402	69424	69295	69404	1427	0	9
2026.01.20	14:25:00	69406	69410	69265	69350	1349	0	12
2026.01.20	14:30:00	69353	69420	69266	69381	1411	0	14
2026.01.20	14:35:00	69379	69431	69310	69414	1569	0	12
2026.01.20	14:40:00	69347	69462	69311	69416	2064	0	12
2026.01.20	14:45:00	69419	69444	69306	69439	2119	0	14
2026.01.20	14:50:00	69441	69461	69347	69453	1357	0	12
2026.01.20	14:55:00	69455	69464	69333	69430	2028	0	12
2026.01.20	15:00:00	69433	69465	69293	69423	3060	0	18
2026.01.20	15:05:00	69427	69445	69294	69416	2591	0	18
2026.01.20	15:10:00	69416	69459	69337	69408	2377	0	12
2026.01.20	15:15:00	69410	69433	69293	69396	1992	0	16
2026.01.20	15:20:00	69397	69428	69215	69400	2996	0	14
2026.01.20	15:25:00	69399	69430	69344	69386	2519	0	20
2026.01.20	15:30:00	69388	69537	69204	69355	3485	0	20
2026.01.20	15:35:00	69353	69444	69285	69369	3956	0	20
2026.01.20	15:40:00	69367	69491	69345	69467	2933	0	20
2026.01.20	15:45:00	69468	69498	69439	69476	3180	0	20
2026.01.20	15:50:00	69477	69566	69465	69530	3389	0	20
2026.01.20	15:55:00	69532	69624	69510	69595	2827	0	20
2026.01.20	16:00:00	69593	69704	69523	69595	3551	0	20
2026.01.20	16:05:00	69591	69623	69408	69555	3378	0	16
